year	state	employee_position_clean	soc	employee_earliest_year_flag	min_state_year	statefe	stateyr	statefemale	femaleyr	socyr	statesoc	statesocyr	positionyr	stateposition	statepositionyr	socfemale	positionfemale	id	employee_salary_annual	female	employee_id	min_emp_year	log_salary_annual	policy_year	policy_month	treatment
2014	"GA"	"librarian ac"	"25-4021"	0	2010	6	38	12	21	3226	2157	15170	614652	164305	618304	547	206693	5031.0	54678.0	0	13250651	2016	10.909217	2017	10	0
2015	"MI"	"secretary"	"43-6014"	0	2014	16	112	32	22	6591	6391	43895	865407	204056	804957	1133	291666	10031.0	54678.0	0	13250651	2016	10.909217	2017	10	0
2016	"GA"	"employment service specialist"	"13-1071"	1	2010	6	40	12	23	588	2011	13968	409117	163506	613925	96	137603	20031.0	54678.0	0	13250651	2016	10.909217	2017	10	0
2014	"CA"	"senior secretary"	"43-6011"	1	2010	2	11	4	21	6551	932	7047	914210	128015	473449	1127	306746	13059.0	183400.0	0	13253820	2016	12.119425	2017	10	0
2016	"CA"	"administrat analyst senior"	"13-1081"	1	2010	2	13	4	23	622	422	2577	17277	4956	19149	102	6577	18059.0	183400.0	0	13253820	2016	12.119425	2017	10	0
2017	"GA"	"busi support analyst"	"15-1151"	1	2010	6	41	12	24	1050	2044	14266	153470	162798	609831	170	52474	3059.0	183400.0	0	13253820	2016	12.119425	2017	10	0
2016	"CA"	"utility"	"35-9021"	0	2010	2	13	3	10	5292	826	6106	1069435	151980	562612	908	360165	11154.0	21132.8	0	13254340	2016	9.958582	2017	10	0
2017	"CA"	"attendance clerk"	"43-4199"	0	2010	2	14	4	24	6396	919	6930	122944	17568	65151	1101	42588	6154.0	21132.8	0	13254340	2016	9.958582	2017	10	0
2018	"MT"	"psychiatric technician"	"31-1013"	0	2014	19	136	37	12	4656	7285	49049	793257	208636	825791	797	266806	1154.0	21132.8	0	13254340	2016	9.958582	2017	10	0
2014	"CA"	"air pollution specialist"	"17-3025"	0	2010	2	11	4	21	1598	504	3306	39706	8624	31596	266	14396	11464.0	59821.0	0	13256228	2017	10.999112	2017	10	1
2016	"CA"	"behavioral health clinician"	"29-2053"	0	2010	2	13	4	23	4391	748	5427	132424	18873	70392	752	45562	1464.0	59821.0	0	13256228	2017	10.999112	2017	10	1
2018	"TX"	"assistant professor"	"25-1199"	0	2014	32	224	64	25	2983	12051	77603	89672	262345	1028232	501	30864	6464.0	59821.0	0	13256228	2017	10.999112	2017	10	1
2014	"GA"	"special ed paraproaide"	"25-9041"	0	2010	6	38	12	21	3291	2161	15203	949097	165436	624581	557	318304	24101.0	78993.0	0	13256981	2011	11.277115	2017	10	1
2015	"MI"	"teaching"	"25-3021"	0	2014	16	112	31	9	3152	6305	43470	1029164	204157	805358	532	346432	4101.0	78993.0	0	13256981	2011	11.277115	2017	10	1
2019	"GA"	"custodial personnel"	"37-2011"	0	2010	6	43	11	13	5351	2254	15955	278532	163236	612327	918	94910	14101.0	78993.0	0	13256981	2011	11.277115	2017	10	1
2015	"OH"	"consumer complaint specialist"	"25-3099"	1	2010	27	193	54	22	3177	10332	68687	244071	248029	971016	539	82968	21203.0	90687.95	0	13257408	2011	11.41518	2017	10	1
2016	"WA"	"natural resource specialist parks"	"11-9121"	0	2013	35	251	69	10	419	13690	90822	686980	322995	1264286	67	230397	6203.0	90687.95	0	13257408	2011	11.41518	2017	10	1
2017	"NY"	"corr officer"	"33-3012"	0	2011	26	186	51	11	4973	9872	65289	258910	232017	916751	848	88205	16203.0	90687.95	0	13257408	2011	11.41518	2017	10	1
2018	"NY"	"office assistant"	"43-4071"	1	2011	26	187	52	25	6278	9957	65852	701137	240376	943912	1081	235317	11203.0	90687.95	0	13257408	2011	11.41518	2017	10	1
2014	"CA"	"associate right of way agent"	"41-9022"	1	2010	2	11	4	21	6003	886	6632	117215	16784	62256	1035	40505	245.0	52533.0	0	13258063	2016	10.869197	2017	10	0
2017	"CA"	"police dispatcher"	"43-5031"	0	2010	2	14	4	24	6433	922	6958	749155	104953	384824	1107	251885	10245.0	52533.0	0	13258063	2016	10.869197	2017	10	0
2018	"WA"	"assistant professor temp asn"	"17-2021"	0	2013	35	253	69	12	1302	13756	91245	90893	313026	1228547	215	31273	20245.0	52533.0	0	13258063	2016	10.869197	2017	10	0
2014	"MA"	"correction officer"	"33-3012"	0	2010	13	93	25	8	4970	5328	37394	259450	189144	732176	848	88400	14404.0	33280.0	0	13258340	2018	10.412712	2017	10	1
2017	"TX"	"administrative associate"	"43-6014"	1	2014	32	223	64	24	6593	12320	79137	24087	260938	1023687	1133	8758	4404.0	33280.0	0	13258340	2018	10.412712	2017	10	1
2018	"MA"	"edp systems analyst"	"15-1111"	0	2010	13	97	26	25	922	5044	34919	389760	192434	748542	150	131223	19404.0	33280.0	0	13258340	2018	10.412712	2017	10	1
2019	"FL"	"senior community health nurse"	"29-1141"	1	2014	5	33	10	26	4126	1821	12716	882200	162010	605653	705	296807	9404.0	33280.0	0	13258340	2018	10.412712	2017	10	1
2015	"FL"	"correctional officer"	"33-3012"	1	2014	5	29	9	9	4971	1847	12864	260731	160763	598961	848	88828	2366.0	30492.8	0	13259205	2018	10.325246	2017	10	1
2017	"CA"	"middle school teacher"	"25-2023"	0	2010	2	14	3	11	3038	627	4405	675613	93795	344682	510	226492	7366.0	30492.8	0	13259205	2018	10.325246	2017	10	1
2018	"GA"	"officeclerical assistant"	"43-9061"	0	2010	6	42	12	25	6685	2329	16574	703874	164586	619965	1147	236193	22366.0	30492.8	0	13259205	2018	10.325246	2017	10	1
2014	"NY"	"bus operator"	"53-4041"	0	2011	26	183	51	8	9442	10165	67216	152895	230050	910183	1653	52252	21793.0	47627.04	0	13259919	2012	10.801109	2018	12	0
2014	"MA"	"associate dean"	"11-9033"	0	2010	13	93	25	8	305	4997	34481	108080	187207	722047	49	37284	24670.0	67449.06	0	13260485	2011	11.119128	2017	10	0
2015	"NV"	"substance abuse counselor"	"21-1023"	1	2014	25	175	49	9	2340	9391	62257	985253	226794	899317	388	331362	14670.0	67449.06	0	13260485	2011	11.119128	2017	10	0
2018	"CA"	"maintenance worker"	"49-9098"	1	2010	2	15	3	12	8056	1067	8228	634811	88954	326796	1396	213086	4670.0	67449.06	0	13260485	2011	11.119128	2017	10	0
2019	"ID"	"administrat assistant conf"	"43-9061"	1	2014	8	62	16	26	6686	3256	24661	17928	169871	654727	1147	6750	9670.0	67449.06	0	13260485	2011	11.119128	2017	10	0
2016	"CA"	"school secretary"	"43-6014"	1	2010	2	13	4	23	6592	935	7077	859290	120860	443482	1133	289498	8193.0	67681.12	0	13269795	2015	11.122562	2017	10	1
2017	"LA"	"project coordinator"	"11-9199"	1	2014	12	86	24	24	483	4615	32273	785815	183976	706998	78	264159	3193.0	67681.12	0	13269795	2015	11.122562	2017	10	1
2016	"NY"	"mental health th aide"	"31-1013"	1	2011	26	185	52	23	4654	9848	65105	671338	239877	942240	798	225042	24984.0	94702.0	0	13269866	2015	11.45849	2017	10	0
2017	"GA"	"school secretaryclerk"	"43-9061"	0	2010	6	41	12	24	6684	2329	16573	859490	165171	623211	1147	289549	19984.0	94702.0	0	13269866	2015	11.45849	2017	10	0
2018	"UT"	"administrative assistant"	"43-6013"	0	2009	33	235	66	25	6581	13043	85303	23055	280306	1089879	1131	8403	4984.0	94702.0	0	13269866	2015	11.45849	2017	10	0
2014	"CA"	"student services professional"	"31-2012"	0	2010	2	11	4	21	4714	775	5668	981115	137498	510218	808	329531	8245.0	43834.57	0	13273157	2014	10.688178	2017	10	0
2017	"CA"	"public safety dispatcher"	"43-5031"	0	2010	2	14	4	24	6433	922	6958	802617	112898	414024	1107	270474	18245.0	43834.57	0	13273157	2014	10.688178	2017	10	0
2018	"GA"	"assistant principal"	"11-9032"	0	2010	6	42	11	12	296	1990	13776	88167	162613	608888	47	30272	3245.0	43834.57	0	13273157	2014	10.688178	2017	10	0
2016	"AZ"	"resrch analyst"	"13-1161"	1	2014	1	3	1	10	709	49	282	840096	1501	7891	115	282899	3570.0	178760.0	0	13273525	2014	12.0938	2017	10	0
2018	"CA"	"officer"	"33-3051"	0	2010	2	15	3	12	5024	800	5897	703962	97639	358457	856	236224	8570.0	178760.0	0	13273525	2014	12.0938	2017	10	0
2019	"CA"	"forestry assistant"	"19-1032"	0	2010	2	16	3	13	1777	518	3438	479088	66573	245052	293	160384	18570.0	178760.0	0	13273525	2014	12.0938	2017	10	0
2015	"CA"	"administrative assistant"	"43-6013"	0	2010	2	12	4	22	6578	934	7067	23052	5961	22547	1131	8403	16010.0	92499.08	0	13276405	2016	11.434954	2017	10	0
2017	"NC"	"accountant"	"13-2011"	0	2014	20	141	40	24	736	7518	50283	4969	209235	828095	120	1842	21010.0	92499.08	0	13276405	2016	11.434954	2017	10	0
2019	"WI"	"industries program specialist"	"21-1093"	0	2014	36	260	72	26	2394	14420	95231	541899	329276	1288502	397	181442	11010.0	92499.08	0	13276405	2016	11.434954	2017	10	0
2014	"MN"	"management analyst"	"15-1199"	0	2011	17	120	33	8	1073	6468	44319	636869	204411	806870	173	213760	137.0	80645.0	0	13279087	2016	11.297812	2017	10	1
2015	"CA"	"management services technician"	"43-9022"	1	2010	2	12	3	9	6630	938	7103	637462	89493	328628	1138	213967	20137.0	80645.0	0	13279087	2016	11.297812	2017	10	1
2017	"UT"	"golf course head starter"	"39-3091"	0	2009	33	234	65	11	5577	12965	84550	491565	292001	1139112	958	164620	5137.0	80645.0	0	13279087	2016	11.297812	2017	10	1
2018	"NY"	"corr officer"	"33-3012"	0	2011	26	187	51	12	4974	9872	65290	258911	232017	916752	848	88205	15137.0	80645.0	0	13279087	2016	11.297812	2017	10	1
2014	"GA"	"gifted elementary teacher p"	"25-2012"	0	2010	6	38	12	21	3003	2143	15051	489967	163859	615878	505	164109	16449.0	168266.0	0	13281249	2016	12.033301	2017	10	1
2016	"MD"	"administrat aide"	"43-6011"	0	2014	14	101	28	23	6553	5823	40997	17115	199906	787232	1127	6528	11449.0	168266.0	0	13281249	2016	12.033301	2017	10	1
2017	"NJ"	"senior laundry worker"	"51-6011"	1	2010	24	171	47	11	8543	9222	61238	899369	224798	889696	1487	302129	21449.0	168266.0	0	13281249	2016	12.033301	2017	10	1
2018	"CA"	"bus operator"	"53-4041"	1	2010	2	15	3	12	9446	1193	9321	152899	22097	82443	1653	52252	1449.0	168266.0	0	13281249	2016	12.033301	2017	10	1
2014	"CA"	"custodian"	"37-2011"	0	2010	2	11	4	21	5346	831	6151	279053	40715	150362	919	95082	9145.0	20200.9	0	13283705	2014	10.114437	2018	7	0
2014	"CA"	"administrative support coordinator "	"11-3011"	0	2010	2	11	3	8	121	382	2213	26577	6635	24779	19	9605	19767.0	66126.53	0	13285698	2011	11.099325	2017	10	0
2016	"CA"	"custodian supervisor"	"37-1011"	0	2010	2	13	4	23	5324	829	6133	280133	40934	151350	915	95427	9767.0	66126.53	0	13285698	2011	11.099325	2017	10	0
2017	"TX"	"financial analyst"	"13-2099"	1	2014	32	223	63	11	908	11893	76698	459021	269081	1050285	147	154146	4767.0	66126.53	0	13285698	2011	11.099325	2017	10	0
2018	"CA"	"bus operators ft"	"53-3021"	0	2010	2	15	4	25	9300	1179	9198	152991	22112	82505	1626	52294	14767.0	66126.53	0	13285698	2011	11.099325	2017	10	0
2016	"CA"	"kindergarten"	"25-9041"	1	2010	2	13	4	23	3293	649	4587	587236	81921	300154	557	198056	12606.0	59821.0	0	13286102	2016	10.999112	2017	10	0
2018	"GA"	"grade "	"25-3021"	1	2010	6	42	11	12	3155	2153	15149	493248	163869	615949	532	165165	17606.0	59821.0	0	13286102	2016	10.999112	2017	10	0
2019	"MA"	"dispatcher"	"53-2021"	0	2010	13	98	26	26	9257	5564	39458	370269	192248	747565	1618	124755	20493.0	274224.7	1	13288813	2016	12.521703	2018	7	1
2014	"CA"	"street maintenance worker"	"37-3019"	0	2010	2	11	3	8	5426	838	6214	975667	136542	506742	932	327661	4815.0	69470.79	0	13290863	2012	11.148662	2017	10	0
2017	"CA"	"auto equipment operationsenior"	"19-4051"	0	2010	2	14	3	11	2148	550	3714	126133	18028	66943	356	43614	19815.0	69470.79	0	13290863	2012	11.148662	2017	10	0
2018	"CA"	"licensedocational nurse"	"29-2061"	0	2010	2	15	3	12	4451	753	5476	619572	86757	318831	761	208310	24815.0	69470.79	0	13290863	2012	11.148662	2017	10	0
2019	"TX"	"manager"	"41-1012"	0	2014	32	225	63	13	5832	12260	78790	637728	271516	1059010	1002	214060	14815.0	69470.79	0	13290863	2012	11.148662	2017	10	0
2014	"NY"	"staff nurse"	"29-1141"	0	2011	26	183	52	21	4121	9806	64837	963894	245132	960095	705	323905	16736.0	69809.0	0	13291202	2016	11.153519	2017	10	1
2016	"CA"	"police officer"	"33-3051"	0	2010	2	13	3	10	5022	800	5895	749895	105115	385414	856	252123	11736.0	69809.0	0	13291202	2016	11.153519	2017	10	1
2018	"IA"	"postdoctoral research scholar"	"19-1029"	0	2007	7	55	14	25	1752	2536	18586	755574	168610	646057	290	253978	6736.0	69809.0	0	13291202	2016	11.153519	2017	10	1
2015	"CA"	"staff services analyst general"	"43-1011"	0	2010	2	12	4	22	6061	891	6675	964601	135652	503120	1045	324145	1653.0	41620.0	0	13291374	2015	10.656718	2018	7	1
2014	"CA"	"fire engineerr"	"33-2011"	0	2010	2	11	3	8	4921	792	5818	463618	64503	236629	840	155649	13744.0	45857.0	0	13291971	2016	10.733283	2017	10	1
2017	"CA"	"painter"	"51-9123"	0	2010	2	14	3	11	9028	1155	8984	713837	99042	362972	1578	239883	3744.0	45857.0	0	13291971	2016	10.733283	2017	10	1
2018	"CA"	"child support officer"	"33-3021"	0	2010	2	15	3	12	4987	797	5869	198133	28587	107041	850	67275	23744.0	45857.0	0	13291971	2016	10.733283	2017	10	1
2014	"CA"	"secretary"	"43-6014"	1	2010	2	11	4	21	6590	935	7075	865406	121801	446493	1133	291666	2798.0	49041.0	0	13293211	2016	10.800412	2017	10	0
2015	"NY"	"vice president"	"11-3031"	1	2011	26	184	51	9	163	9538	63036	1077466	247097	966861	27	362727	7798.0	49041.0	0	13293211	2016	10.800412	2017	10	0
2017	"WA"	"electrician"	"49-9097"	1	2013	35	252	69	11	8042	14196	93964	398783	318196	1247041	1394	134206	17798.0	49041.0	0	13293211	2016	10.800412	2017	10	0
2014	"NJ"	"bridge operator"	"53-6011"	0	2010	24	168	47	8	9511	9270	61607	143736	220769	868446	1665	49297	19121.0	72933.73	0	13294302	2015	11.171941	2019	7	0
2017	"OR"	"group life coordinator"	"43-3011"	0	2014	28	201	55	11	6111	10699	71269	499903	249618	981753	1052	167269	7922.0	48881.3	0	13295872	2016	10.831786	2018	7	0
2016	"ND"	"vision rehab specialist"	"29-1122"	0	2014	21	146	42	23	4011	8041	53056	1080691	217114	849800	687	363767	24162.0	59120.17	0	13295899	2016	10.961278	2017	12	0
2014	"GA"	"it client support professional"	"43-4051"	0	2010	6	38	11	8	6248	2298	16301	575664	164182	617640	1076	194038	7726.0	69702.82	0	13298727	2019	11.099977	2018	9	0
2015	"IA"	"rehabilitation assistant"	"31-2021"	0	2007	7	52	14	22	4728	2702	20321	830373	168901	647928	810	279608	8673.0	27601.6	0	13299137	2016	10.225629	2017	10	0
2016	"MD"	"djs resident advisor"	"39-9041"	1	2014	14	101	27	10	5792	5795	40841	377949	200358	789612	996	127309	3673.0	27601.6	0	13299137	2016	10.225629	2017	10	0
2017	"CA"	"instructional assistant band"	"25-9041"	0	2010	2	14	4	24	3294	649	4588	555940	77679	285965	557	186416	5589.0	49041.0	0	13300651	2016	10.800412	2017	10	0
2018	"UT"	"teachers"	"25-3021"	0	2009	33	235	66	25	3155	12776	82763	1028347	305459	1194642	533	346057	10589.0	49041.0	0	13300651	2016	10.800412	2017	10	0
2019	"CA"	"registered nurse"	"29-1141"	0	2010	2	16	3	13	4126	723	5236	827859	116503	427562	704	278745	20589.0	49041.0	0	13300651	2016	10.800412	2017	10	0
2014	"CA"	"senior budget analyst"	"13-2031"	0	2010	2	11	3	8	768	434	2687	877932	123335	452751	125	295498	23996.0	53540.0	0	13300792	2016	10.888185	2017	10	0
2015	"KS"	"human services consultant"	"25-9021"	0	2012	11	78	22	22	3266	4281	30291	533949	179016	689260	553	178639	3996.0	53540.0	0	13300792	2016	10.888185	2017	10	0
2017	"TX"	"licensedocational nurse"	"29-2061"	0	2014	32	223	64	24	4450	12160	78217	619571	271361	1058376	762	208311	13996.0	53540.0	0	13300792	2016	10.888185	2017	10	0
2018	"CA"	"caltrans highway maintenance leadworker"	"47-2071"	0	2010	2	15	3	12	7041	974	7421	161134	23366	87116	1211	55118	18996.0	53540.0	0	13300792	2016	10.888185	2017	10	0
2018	"TX"	"associate professor"	"25-1199"	0	2014	32	224	64	25	2983	12051	77603	114942	263263	1031058	501	39729	9229.0	110421.1	0	13302023	2014	11.621015	2018	1	0
2015	"GA"	"maintenance personnel"	"49-9071"	0	2010	6	39	11	9	7952	2367	16854	632817	164361	618674	1378	212516	277.0	140000.0	0	13302202	2018	11.849398	2017	10	1
2019	"GA"	"special ed paraproaide"	"25-9041"	1	2010	6	43	12	26	3296	2161	15208	949102	165436	624586	557	318304	15277.0	140000.0	0	13302202	2018	11.849398	2017	10	1
2014	"CA"	"special education assistant"	"25-9041"	1	2010	2	11	4	21	3291	649	4585	949956	133411	495542	557	318629	5946.0	33915.0	0	13310246	2016	10.431613	2017	10	0
2015	"CA"	"paraeducator"	"25-9041"	0	2010	2	12	4	22	3292	649	4586	714938	99296	363880	557	240272	15946.0	33915.0	0	13310246	2016	10.431613	2017	10	0
2017	"MI"	"human resources analyst"	"11-3121"	1	2014	16	114	32	24	230	6209	43004	531363	203786	803734	38	177738	946.0	33915.0	0	13310246	2016	10.431613	2017	10	0
2018	"MD"	"corr officer"	"33-3012"	0	2014	14	103	27	12	4974	5770	40699	258911	200232	788992	848	88205	10946.0	33915.0	0	13310246	2016	10.431613	2017	10	0
2019	"CA"	"accounting technician"	"43-3051"	1	2010	2	16	4	26	6159	899	6746	7297	3162	14241	1061	2613	20946.0	33915.0	0	13310246	2016	10.431613	2017	10	0
2015	"MT"	"clinical therapist"	"21-1023"	1	2014	19	133	38	22	2340	7198	48611	214494	207320	820449	389	72842	18666.0	64796.46	0	13311637	2011	11.079006	2017	10	0
2016	"GA"	"grade "	"25-3021"	0	2010	6	40	12	23	3153	2153	15147	493246	163869	615947	533	165166	13666.0	64796.46	0	13311637	2011	11.079006	2017	10	0
2017	"CA"	"secretary"	"43-6014"	0	2010	2	14	4	24	6593	935	7078	865409	121801	446496	1133	291666	23666.0	64796.46	0	13311637	2011	11.079006	2017	10	0
2018	"UT"	"speech therapists"	"29-1127"	0	2009	33	235	66	25	4078	12848	83433	956648	304252	1189894	697	321123	8666.0	64796.46	0	13311637	2011	11.079006	2017	10	0
2014	"GA"	"associate professor"	"25-1199"	0	2010	6	38	11	8	2979	2141	15031	114938	162687	609234	500	39728	18011.0	84602.36	0	13315607	2014	11.392649	2019	4	0
2017	"VT"	"senior assistant attorney general"	"23-1011"	0	2009	34	245	68	24	2460	13452	88976	875631	310877	1219975	409	294821	15919.0	45527.37	0	13315658	2012	10.826734	2019	1	0
2015	"CA"	"transit operator"	"53-4041"	0	2010	2	12	3	9	9443	1193	9318	1052749	149775	554390	1653	354542	20961.0	52748.8	0	13316168	2011	10.873297	2017	10	0
2016	"MA"	"management analyst"	"15-1199"	1	2010	13	95	26	23	1075	5056	35037	636871	194923	761289	174	213761	15961.0	52748.8	0	13316168	2011	10.873297	2017	10	0
2019	"CA"	"police sergeant"	"33-1012"	0	2010	2	16	3	13	4883	788	5791	751348	105430	386602	833	252621	5961.0	52748.8	0	13316168	2011	10.873297	2017	10	0
2014	"CA"	"deputy sheriff"	"33-3051"	0	2010	2	11	3	8	5020	800	5893	312107	44985	166715	856	105854	2671.0	84033.0	0	13316539	2017	11.338964	2017	10	1
2015	"CA"	"registered nurse"	"29-1141"	0	2010	2	12	4	22	4122	723	5232	827855	116503	427558	705	278746	22671.0	84033.0	0	13316539	2017	11.338964	2017	10	1
2017	"CA"	"transit operations manager"	"11-3071"	0	2010	2	14	4	24	204	388	2268	1052687	149758	554336	34	354515	12671.0	84033.0	0	13316539	2017	11.338964	2017	10	1
2017	"WA"	"food service worker"	"35-3041"	0	2013	35	252	69	11	5269	14035	92962	475694	319543	1252287	904	159328	8007.0	52835.59	0	13316765	2017	10.87494	2017	10	1
2018	"NY"	"mental health th a"	"21-1014"	1	2011	26	187	52	25	2284	9695	64149	671325	239870	942227	379	225029	3007.0	52835.59	0	13316765	2017	10.87494	2017	10	1
2015	"NY"	"bus maintainer b"	"33-9092"	0	2011	26	184	51	9	5099	9880	65350	152678	230035	910118	870	52181	9751.0	67209.22	0	13317473	2012	11.09742	2019	7	0
2014	"CA"	"elementary teacher"	"25-3021"	0	2010	2	11	4	21	3151	638	4488	402855	56141	205919	533	135477	574.0	41600.0	0	13317512	2016	10.635856	2017	10	0
2015	"CA"	"caltrans landscape maintenance worker"	"47-4051"	0	2010	2	12	3	9	7341	1002	7659	161167	23370	87149	1267	55125	10574.0	41600.0	0	13317512	2016	10.635856	2017	10	0
2019	"TX"	"manager"	"41-1012"	0	2014	32	225	64	26	5832	12260	78790	637728	271516	1059010	1003	214061	20574.0	41600.0	0	13317512	2016	10.635856	2017	10	0
2015	"CA"	"administrative secretary"	"43-6011"	0	2010	2	12	4	22	6552	932	7048	25474	6414	24012	1127	9241	17692.0	125440.76	1	13317737	2011	11.778193	2018	7	1
2014	"CA"	"correctional sergeant"	"33-1011"	0	2010	2	11	3	8	4865	787	5776	261286	38268	141474	831	89020	6021.0	59098.81	0	13320290	2011	10.986966	2017	10	0
2015	"TX"	"administrative assistant"	"11-3011"	1	2014	32	221	64	22	122	11833	76352	23052	260924	1023652	20	8403	1021.0	59098.81	0	13320290	2011	10.986966	2017	10	0
2015	"GA"	"it database support professional"	"39-9021"	0	2010	6	39	11	9	5752	2268	16054	576006	164186	617658	990	194205	1630.0	29806.4	0	13320882	2015	10.302479	2017	10	0
2016	"UT"	"teachers"	"25-3021"	1	2009	33	233	66	23	3153	12776	82761	1028345	305459	1194640	533	346057	16630.0	29806.4	0	13320882	2015	10.302479	2017	10	0
2018	"CA"	"adjunct faculty"	"25-1051"	0	2010	2	15	4	25	2655	593	4111	14960	4524	17940	443	5691	6630.0	29806.4	0	13320882	2015	10.302479	2017	10	0
2019	"FL"	"nutrition educator"	"25-1071"	1	2014	5	33	10	26	2782	1779	12480	697247	161666	603717	467	233930	11630.0	29806.4	0	13320882	2015	10.302479	2017	10	0
2015	"WI"	"correctional sergeant"	"33-1011"	0	2014	36	256	71	9	4866	14509	95718	261287	328808	1286456	831	89020	23218.0	67173.52	0	13322136	2011	11.115034	2017	10	1
2016	"CA"	"regular teacher"	"25-1121"	0	2010	2	13	3	10	2866	612	4272	829327	116718	428329	480	279263	18218.0	67173.52	0	13322136	2011	11.115034	2017	10	1
2017	"GA"	"grade "	"25-3021"	0	2010	6	41	12	24	3154	2153	15148	493247	163869	615948	533	165166	13218.0	67173.52	0	13322136	2011	11.115034	2017	10	1
2018	"GA"	"kindergarten teacherace"	"25-2011"	1	2010	6	42	12	25	2996	2142	15045	587355	164226	617859	503	198117	3218.0	67173.52	0	13322136	2011	11.115034	2017	10	1
2019	"TX"	"senior occupational therapist"	"29-1122"	0	2014	32	225	63	13	4014	12126	78020	904612	275926	1074911	686	303750	16622.0	34794.42	0	13323193	2012	10.437589	2019	7	0
2015	"CA"	"bus operators ft"	"53-3021"	0	2010	2	12	3	9	9297	1179	9195	152988	22112	82502	1625	52293	18613.0	127033.92	0	13324713	2011	11.75221	2017	10	1
2016	"CA"	"high school teacher"	"25-3021"	0	2010	2	13	4	23	3153	638	4490	516546	71511	263948	533	172535	23613.0	127033.92	0	13324713	2011	11.75221	2017	10	1
